,#,item 1,item 2,item 3,item 4,item 5,item 6,item 7,item 8,item 9,item 10,item 11,item 12,item 13,item 14,item 15,item 16,item 17,item 18,item 19,item 20,item 21,item 22,item 23,item 24,item 25,item 26
0,l57iwxvbsb30sjpuy45hil57iwntda7l,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1,hml6linh2hxbyusch5khml6lxf31xwnj,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
2,mxyvt2njz01ozvgiam0y5jmxyvt2dsw5,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3,er329a654xjyg4w954ccpaer329az2ct,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
4,lqmsqqqpqf86dkqi63rtgep7lqmsqqng,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
5,zgz99euhlazikmeym4izgz99eu797hm0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0
6,jttlvk8lin0b45zhm2jttlvkjue38spn,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
7,c5d284y0lbntgkk3c5d284oztrpbtp3o,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
8,ey17flrkpgpere6a9oey17ndj3ot2nyn,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9,20kwiyjcppv600bcn520kwicwgz1lf19,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
10,co3812bm0p19rouqtbimt3ajco38122q,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
11,zpzv7dm2n9uy1qnyb6orzpzv7mkcsz9m,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
12,xvpng2nv9mfvscxvphl8clw8m2vd783m,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
13,63v9knrd3al1qervaj63vxocafk7h55z,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
14,2trhovawercokmtln1e97112trhovaw2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
15,g6qcsjhp0ksj4vq66g6qcsu386uwm44z,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
16,vbeyhmfo1vau9f24tvcvbeyhm0hwytq5,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1
17,1drqazmezh5lyzw1drqeijyjiaghupul,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1
18,875nfbagpbkjqwyehi875nfbknlbdvgo,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
19,qhsy1rwydskpr5kbjl9qhsy1rw22mpw3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,32rcnt93k8yh5wsv9132rsapf7mamzn9,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
21,va7x5zm3koad9y3khova7x5qrxw5ylw1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
22,2b6xmqc53oldbsg2b6xgun5jf0x1zrnl,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
23,npnyhbkdo9jl7e7mnpnyhbkzrit0d15v,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
24,9ablclps7lqgjwgma9ablj7h7z7b3ir2,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25,7uvnzwpuw5trwkkbw7uhw9r5dfqqtoiu,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
26,iuazo1zkzkua0deo6lhiuazo1dwmxcal,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
27,9v53vpugb0mxr3pq49v53vaz24428vpi,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
28,8bc8ycwgo4en8c88bc8mpufa1ttauhnn,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
29,6959nzpkydaey0qlu37l6959nz16vk0t,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
30,by28mj42bpbk9pabzo4fg6oiby28m2a4,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
31,87oz66mqppm9bgyc87oz66p0mja3mb3m,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
32,9ohx6kc95t4xjnqq9ohx6k04n09m15dp,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
33,6j1heznmflnwsb4o6j1hezn53h8yl10q,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
34,10m2cyzw0nsk10o1xr2d0u7n8pugc2jr,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
35,j61a6zqhqbxnrxg426syj61a6zgxpk2e,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
36,h0zp8qkts3yq00h0zp26mroxn0di0wek,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
37,ffbijrfsqjsh45rff3vaznab1ltf3vaj,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
38,g9sbwxwb1rvgx4jeg9sbjotgkcyw0613,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
39,i35af7tm1rbitux6y41oi35af7th36in,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
40,rw3wxdix70y30hprw3wwuuid9eiu4v1q,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
41,xx072art30iksif6ejqxx07o6ry9mh9g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
42,gw8gxe1qohgp0wi20pgw812d8wi23n7t,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
43,6zski6cl6gcl1lesm6zskmetstw65sg0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
44,mjx1hq8mb5p9ra3mjx1hq8ftpuu9g7vl,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
45,5vfwyx1vjw01871f3f5i845vfk6rwuu8,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
46,f0fv3k16ixwf5nf0fv3kjgk2xf7khotr,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
47,0m4vlu0jb1h90m4wsc8e9vqr66s9gq48,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48,lvinkgz4r6quz434r4lvinkg441qqd67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,lro1olonaldi3eup90q9lro1ole0vey3,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
50,9yop6ih3oo10ksglnm9yop6iwqz5y6p1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1
51,qtr6a70oh9gzhuck7gli23o4qtr6a70a,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
52,4rvg8h85qnn3r44rvg8ndvia20541727,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
53,c6v0zrhm1qsr9jdc6v0z9q3p5g01j9mf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
54,rlz2wsriq48vgdrlz2wbo1y176t16xtx,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
55,5e4y2ft4xjibgbamic75e4y2hzxhln2v,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
56,9eeea3gl19rhwnt74ykg9eeeabunqx66,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
57,t0f30j01gu8s4mt0f3tftu2mj6de3123,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
58,da4fpwzwdxgd9948l99da4fpwfcup147,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
59,zcjopyb34jfzrtkkzcjourzg3gfcr82g,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
60,m738ldm3mf9nk42p0m738ldhydbsbd94,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
61,zb89cu1hnahydarlyjcn5zb89cu1holu,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1
62,seyymhw7q5gne92nb0trpseyymhwsogj,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
63,53xyonmf7lqe8n65253xyoz3a19jdl3l,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
64,mkea71qkdncj6rtw2mkeablmbxt49kj9,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
65,o52llskwbxyit58ei6v79o52llskrt0p,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1
66,mji6or0ulw3wj23koiokbmji6jmw2m4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
67,5p7ppuuu2nhlul6ip3uk4s5p7pputl0t,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
68,elpy71hb4dfn7sthkaelpy71hgaqibbm,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
69,n6kozh5i3wrcjq452vqmvzqvn6kozhhf,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0
70,n2g2h5vputc8td4ktzcn2g2h54y5l2jt,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
71,3vvnzsqmmud9bam4yh3vvnzs1jmg97mc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
72,eao59oko97266znstqeao59q6d2a14xa,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1
73,m1x080sk6npaq73ha5m1x080sdoefva7,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1
74,oywvfds7atc8whwwooywvfds04gtfsqt,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1
75,1qaehr7wd64aihy1qaehwox9llzbzo8z,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
76,7ipx1u6zthqmcbt50x1jdn1j7ipx1u6l,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1
77,zyhmv9czf9lvggmdfucozyhmvqf6aiga,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
78,wa7jdogzz4y2be4lxiwa73dvfqcttgo7,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
79,phsk6rmlx0drxgd1phsksg1ak2zptiqw,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
80,osh7o5s2h28ihaoshwap92qplfchasec,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
81,ntqayekfzq4f2fvjzm8ntqa4101miomi,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
82,6x7je44uyn1c0n6x7je4khrkjku27zqv,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
83,k5kl37u1g7gmhzhnvck5klc2dguroyoa,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
84,hmkxx3129lrd4u2smhmk8gsvxikq6mf9,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
85,afdafu9vn4seij1b4cx9afdafu99vpc4,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
86,5dv2rshi6cx3cu1a15ztd5dv2rsh7gh0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
87,cw6pegl6wrqcw61p838e1lj730zp1k09,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88,zolz3ihddsve7mheuuvmhazolz3ihbpq,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
89,taco3s1p5ec012vtaco3xj9dilf23qjj,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
90,lnmh3xvrya2ryti6dezsdlnmh37h7mlh,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
91,v3qtgml0b7byxwv3qtvr2s0dx04pqjj9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
92,cjidks01ff5ogv6anyvd0gcjidks01fy,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1
93,ndydminpu9v4ole3s9ndydm686avhrgs,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
94,ckbk18zv40kyyu13e9ckbgoug6s2zgko,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
95,je5kfpewcjhq3cz0j3xje5kf3w21pzfd,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
96,qs2dejk29j4ary69qs2dejrrv8thppla,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
97,v1heo59wwec32i085q77lv1heo5dbybx,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
98,a8zgqa3m55uelqfa8zgqthf5kyhlhuvw,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
99,1i1az1oyeo6elj1i1az3dqfp7blrddu6,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
100,n4l7hftdb31jz6795yn4l7hfftov7wvw,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
101,81cvn2osbyhjzvcrd8x81cvdyd7snuip,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
102,317aa6pspk2n1j317vp59szee85vn5vp,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
103,jpr2db58kevg8357jpr2dbi2fbhw1ol4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
104,0j4r2vko5otzdxz3h0j4rftrcywda15j,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
105,o3300heaq7lhrw7c84xzo3300hwox58u,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
106,cs21i7hw3a9d6ga9cs2jlb0h0zocifjl,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,qd7c8kze6acajtqd7c4792ir69vpss0f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
108,6rxzwq8hfqtdq4z5px6rxzwfwrkmp8sf,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1
109,ftehiht1unmpwual9vuftehi15nh3ixp,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
110,po87tloagom9mcc6bipo87tllxqqzcgq,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
111,sz8x5d33ydfvvbhsz8x5wxx3e7hymz70,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
112,qgtj2dg4tynlzsksfiqgtj2xknxqmyx5,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1
113,gcoupxodg8ji070xf0iwifgcoupxwtxd,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
114,b1selxuuo0vrcqhwz7b1s91lhperjz3i,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1
115,lge2wvyeuitkfx3hglge2wvqpqpt5gpw,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
116,vdvnr1qqntdzm63yvbryvdvnrwhtnhzi,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0
117,u68guqov564z3ya9nu68g67idv9bhpqs,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
118,we2x9s53vz2efh2lwe2x9sqyf5sl8811,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
119,4u49q4xiacrirmp5bl4u49q65gxjfg9e,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
120,6ictxss97n0lhkx9kgv6ictxsvst71td,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
121,ep0winzifefx9xfep0wtwdkk03x59l8x,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
122,8qfu4rlxyxo04jt8qyvzegwdasdcjkpt,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
123,mzw3yk974mnjtufnqghnmzw37zk36eml,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
124,bjg1qn2f71vtv2l3bjg1huv5h3rsp4mq,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0
125,5n601matxryqqpq5n6a04j1lqv9f1id6,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
126,0xb1oo7lck4r300xb129t2umfnxoch0o,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
127,tpbbkn0u2e61qcftpbbuypon1j1s88lj,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
128,d87u3q50a9i9zyyi3d87u7eccekrzaes,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
129,drrytt12z3cimqvdrryeet7bgnodrz3n,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
130,h2ldz7h6jkifkjw5z2h2ldz0ahzx56q2,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1
131,14jaf820q1q36ra4r0a314jax48zecyz,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1
132,l0sl1mu3y7f23s3jbn2el0sl1muv60zs,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
133,5yblti8k2tvno5xx65ybltit4v7kfsm9,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
134,rjkbqppx34sc7rwtrjkbfu14hqs6mdvg,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1
135,q0lp5x4f845fgq0lpp3al41fs7zxp3ip,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
